,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.989748823401923,0.9991044823929331,0.2543838272992973,0.9888715638528712,0.9944046481686477,0.50413889167867,0.6267441548461152
1,0.7976687736059732,0.2543838272992973,0.9991044823929331,0.2389645740108577,0.3857488406424177,0.50413889167867,0.6267441548461152
mean,0.8937087985039481,0.6267441548461152,0.6267441548461152,0.6139180689318644,0.6900767444055327,0.50413889167867,0.6267441548461152
