,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.990158202163324,0.9988520932256577,0.21115781447360166,0.9890327664198456,0.9944861473549805,0.4592552939138667,0.6050049538496297
1,0.698355645279529,0.21115781447360166,0.9988520932256577,0.19350857757159173,0.32426843209676764,0.4592552939138667,0.6050049538496297
mean,0.8442569237214265,0.6050049538496297,0.6050049538496297,0.5912706719957187,0.6593772897258741,0.4592552939138667,0.6050049538496297
