,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.993667372717136,0.9869412159221603,0.5171038911933479,0.980772391409713,0.9902928732883828,0.7143886499185462,0.752022553557754
1,0.3402690256118803,0.5171038911933479,0.9869412159221603,0.2582178829336981,0.4104501874216406,0.7143886499185462,0.752022553557754
mean,0.6669681991645082,0.752022553557754,0.752022553557754,0.6194951371717055,0.7003715303550117,0.7143886499185462,0.752022553557754
