,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9934202652281537,0.986588629258506,0.5060295489290307,0.9801836323505413,0.9899926616270754,0.7065712979184708,0.7463090890937684
1,0.33294620876744224,0.5060295489290307,0.986588629258506,0.25127791437667374,0.4016340598512814,0.7065712979184708,0.7463090890937684
mean,0.663183236997798,0.7463090890937684,0.7463090890937684,0.6157307733636075,0.6958133607391784,0.7065712979184708,0.7463090890937684
