,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9944586138738748,0.9962715174316421,0.5971159801096054,0.9907712625540787,0.9953642401718814,0.7712908942717259,0.7966937487706238
1,0.6881591823811446,0.5971159801096054,0.9962715174316421,0.46995381247703694,0.6394130325565971,0.7712908942717259,0.7966937487706238
mean,0.8413088981275096,0.7966937487706238,0.7966937487706238,0.7303625375155578,0.8173886363642393,0.7712908942717259,0.7966937487706238
