,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9944910023878697,0.995976038397447,0.576415423681824,0.9905111664266223,0.9952329664191676,0.7576911970914068,0.7861957310396355
1,0.6510558078367183,0.576415423681824,0.995976038397447,0.4403682917885609,0.6114662399874667,0.7576911970914068,0.7861957310396355
mean,0.822773405112294,0.7861957310396355,0.7861957310396355,0.7154397291075916,0.8033496032033172,0.7576911970914068,0.7861957310396355
