,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9968546155903049,0.9891620472157725,0.7734938601847214,0.9860843674841779,0.9929934333386606,0.8747061050713831,0.881327953700247
1,0.4958203227523603,0.7734938601847214,0.9891620472157725,0.4329576490749803,0.6042853385855028,0.8747061050713831,0.881327953700247
mean,0.7463374691713326,0.881327953700247,0.881327953700247,0.7095210082795791,0.7986393859620817,0.8747061050713831,0.881327953700247
