,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9970214049421923,0.9897108191107077,0.7869551741253633,0.986793113904147,0.9933526616317384,0.8825293479465841,0.8883329966180356
1,0.5149125865589691,0.7869551741253633,0.9897108191107077,0.4519166106254203,0.6225104214914311,0.8825293479465841,0.8883329966180356
mean,0.7559669957505807,0.8883329966180356,0.8883329966180356,0.7193548622647836,0.8079315415615848,0.8825293479465841,0.8883329966180356
