,precision,recall,specificity,iou,f1,geom_mean,balanced_acc
0,0.9977552553047695,0.9848876275367093,0.8316856229206538,0.9827101431462777,0.9912796850747503,0.9050507610154875,0.9082866252286816
1,0.4201198408361835,0.8316856229206538,0.9848876275367093,0.3871991033753272,0.5582458962569913,0.9050507610154875,0.9082866252286816
mean,0.7089375480704765,0.9082866252286816,0.9082866252286816,0.6849546232608025,0.7747627906658707,0.9050507610154875,0.9082866252286816
